id,path,label_fake,label_real
LJRTBPHK,./train/LJRTBPHK.ogg,0.0,1.0
JFESYJHJ,./train/JFESYJHJ.ogg,1.0,0.0
XAQCPDPN,./train/XAQCPDPN.ogg,1.0,0.0
LHLGZQUM,./train/LHLGZQUM.ogg,1.0,0.0
HWWHNVMW,./train/HWWHNVMW.ogg,0.0,1.0
OAXHENPE,./train/OAXHENPE.ogg,1.0,0.0
UGKUVSHK,./train/UGKUVSHK.ogg,0.0,1.0
SBWAZKIH,./train/SBWAZKIH.ogg,0.0,1.0
VJYTMKOQ,./train/VJYTMKOQ.ogg,0.0,1.0
JEXVSCVT,./train/JEXVSCVT.ogg,0.0,1.0
BUQDXTPJ,./train/BUQDXTPJ.ogg,0.0,1.0
RNMGCSBA,./train/RNMGCSBA.ogg,1.0,0.0
RHOTXCYL,./train/RHOTXCYL.ogg,0.0,1.0
CGCKXYIL,./train/CGCKXYIL.ogg,1.0,0.0
NJQMPPKM,./train/NJQMPPKM.ogg,0.0,1.0
FFPLIDPC,./train/FFPLIDPC.ogg,1.0,0.0
JWPSWIBX,./train/JWPSWIBX.ogg,1.0,0.0
TVWCEFNM,./train/TVWCEFNM.ogg,0.0,1.0
WXGGQQJB,./train/WXGGQQJB.ogg,0.0,1.0
AICPVDQI,./train/AICPVDQI.ogg,0.0,1.0
UHBYFJDQ,./train/UHBYFJDQ.ogg,0.0,1.0
HWUULNTW,./train/HWUULNTW.ogg,0.0,1.0
GFNLLQUV,./train/GFNLLQUV.ogg,1.0,0.0
VDOMSSCC,./train/VDOMSSCC.ogg,0.0,1.0
ANZOSREH,./train/ANZOSREH.ogg,1.0,0.0
AIONYGQJ,./train/AIONYGQJ.ogg,0.0,1.0
KJNJRVLV,./train/KJNJRVLV.ogg,0.0,1.0
CZPRUPAR,./train/CZPRUPAR.ogg,1.0,0.0
YGHVDTDH,./train/YGHVDTDH.ogg,1.0,0.0
QZDVVHDN,./train/QZDVVHDN.ogg,1.0,0.0
CXBAAWXJ,./train/CXBAAWXJ.ogg,0.0,1.0
EIOKWYWN,./train/EIOKWYWN.ogg,0.0,1.0
LHUZYDVO,./train/LHUZYDVO.ogg,0.0,1.0
LRUPYILN,./train/LRUPYILN.ogg,1.0,0.0
BDSOEMGH,./train/BDSOEMGH.ogg,0.0,1.0
VIZYBKAQ,./train/VIZYBKAQ.ogg,1.0,0.0
HLYXKCCH,./train/HLYXKCCH.ogg,0.0,1.0
GVZRORGL,./train/GVZRORGL.ogg,1.0,0.0
TLKNGPCO,./train/TLKNGPCO.ogg,0.0,1.0
PITYEORW,./train/PITYEORW.ogg,1.0,0.0
HYVDHAQO,./train/HYVDHAQO.ogg,0.0,1.0
LVNMEPHZ,./train/LVNMEPHZ.ogg,0.0,1.0
NJXSBRAB,./train/NJXSBRAB.ogg,1.0,0.0
IZRXAESZ,./train/IZRXAESZ.ogg,1.0,0.0
CGAJFIGG,./train/CGAJFIGG.ogg,0.0,1.0
SZMBTKJS,./train/SZMBTKJS.ogg,0.0,1.0
UXVXCFMR,./train/UXVXCFMR.ogg,0.0,1.0
QDZRPTIK,./train/QDZRPTIK.ogg,1.0,0.0
SCHOIYQG,./train/SCHOIYQG.ogg,1.0,0.0
VOHBENFR,./train/VOHBENFR.ogg,1.0,0.0
BMMETXGS,./train/BMMETXGS.ogg,0.0,1.0
PPGBTFWY,./train/PPGBTFWY.ogg,1.0,0.0
KQAGUPER,./train/KQAGUPER.ogg,1.0,0.0
SMFLYQET,./train/SMFLYQET.ogg,1.0,0.0
UDWCIBVS,./train/UDWCIBVS.ogg,0.0,1.0
TCIBMSIS,./train/TCIBMSIS.ogg,1.0,0.0
XMVJNYWB,./train/XMVJNYWB.ogg,0.0,1.0
SOTKHCSS,./train/SOTKHCSS.ogg,0.0,1.0
YQEEZQKH,./train/YQEEZQKH.ogg,1.0,0.0
JQRLIXYW,./train/JQRLIXYW.ogg,0.0,1.0
BNYVPXWP,./train/BNYVPXWP.ogg,1.0,0.0
UKCZGZZE,./train/UKCZGZZE.ogg,1.0,0.0
USCEBQPM,./train/USCEBQPM.ogg,1.0,0.0
FMKPOBNK,./train/FMKPOBNK.ogg,1.0,0.0
OFYJAQXL,./train/OFYJAQXL.ogg,1.0,0.0
HQXXYBXB,./train/HQXXYBXB.ogg,1.0,0.0
SWTUOEAN,./train/SWTUOEAN.ogg,1.0,0.0
JPVIWMLP,./train/JPVIWMLP.ogg,1.0,0.0
ZTLPRNHG,./train/ZTLPRNHG.ogg,0.0,1.0
WUQHUGVF,./train/WUQHUGVF.ogg,0.0,1.0
NZHSJHHJ,./train/NZHSJHHJ.ogg,1.0,0.0
LRWFHZQQ,./train/LRWFHZQQ.ogg,1.0,0.0
OQLIZFBV,./train/OQLIZFBV.ogg,0.0,1.0
AMTFCJXX,./train/AMTFCJXX.ogg,0.0,1.0
LXJJJVYN,./train/LXJJJVYN.ogg,0.0,1.0
IDMXJWSJ,./train/IDMXJWSJ.ogg,1.0,0.0
BMCOQMSZ,./train/BMCOQMSZ.ogg,1.0,0.0
VAAVZOZO,./train/VAAVZOZO.ogg,1.0,0.0
UVPCRDVK,./train/UVPCRDVK.ogg,1.0,0.0
JMPPRWJD,./train/JMPPRWJD.ogg,0.0,1.0
NQJZDXMQ,./train/NQJZDXMQ.ogg,0.0,1.0
XHYYVCSS,./train/XHYYVCSS.ogg,0.0,1.0
VSOAGGXK,./train/VSOAGGXK.ogg,0.0,1.0
WCHOOYQM,./train/WCHOOYQM.ogg,1.0,0.0
RIGMZLDU,./train/RIGMZLDU.ogg,0.0,1.0
IWOWNIBI,./train/IWOWNIBI.ogg,1.0,0.0
QYXCOFYF,./train/QYXCOFYF.ogg,1.0,0.0
LPCUFVNS,./train/LPCUFVNS.ogg,0.0,1.0
RGVYBIGI,./train/RGVYBIGI.ogg,0.0,1.0
VHDIWVXJ,./train/VHDIWVXJ.ogg,1.0,0.0
YRAUEGTK,./train/YRAUEGTK.ogg,1.0,0.0
PDQSWXRM,./train/PDQSWXRM.ogg,1.0,0.0
XVRIQLSP,./train/XVRIQLSP.ogg,0.0,1.0
UOHSQFYO,./train/UOHSQFYO.ogg,0.0,1.0
UJMWPGBM,./train/UJMWPGBM.ogg,1.0,0.0
YDOAUFOW,./train/YDOAUFOW.ogg,0.0,1.0
UEETEFVY,./train/UEETEFVY.ogg,0.0,1.0
FHJHRTSA,./train/FHJHRTSA.ogg,0.0,1.0
JINHWDDS,./train/JINHWDDS.ogg,1.0,0.0
YYTXMLQR,./train/YYTXMLQR.ogg,0.0,1.0
UAFYSSYU,./train/UAFYSSYU.ogg,1.0,0.0
SIHRGPBV,./train/SIHRGPBV.ogg,1.0,0.0
OTVZYKDL,./train/OTVZYKDL.ogg,0.0,1.0
RRKKLNDO,./train/RRKKLNDO.ogg,1.0,0.0
ABKXHBIM,./train/ABKXHBIM.ogg,0.0,1.0
ADJPBUAD,./train/ADJPBUAD.ogg,1.0,0.0
HDBYWOHV,./train/HDBYWOHV.ogg,0.0,1.0
JURWKMDY,./train/JURWKMDY.ogg,0.0,1.0
DMPMOATA,./train/DMPMOATA.ogg,0.0,1.0
PVEGYWIO,./train/PVEGYWIO.ogg,0.0,1.0
VKKXFYNN,./train/VKKXFYNN.ogg,0.0,1.0
NWCVPBBY,./train/NWCVPBBY.ogg,1.0,0.0
RMMXQNIH,./train/RMMXQNIH.ogg,1.0,0.0
XNNRTMOX,./train/XNNRTMOX.ogg,0.0,1.0
JDZZNSRD,./train/JDZZNSRD.ogg,0.0,1.0
HRPNEEUK,./train/HRPNEEUK.ogg,1.0,0.0
BJRTFBDY,./train/BJRTFBDY.ogg,1.0,0.0
VOTSGRXN,./train/VOTSGRXN.ogg,0.0,1.0
XRPYVXDB,./train/XRPYVXDB.ogg,1.0,0.0
BBSYJSFL,./train/BBSYJSFL.ogg,1.0,0.0
KJYMGGJE,./train/KJYMGGJE.ogg,1.0,0.0
HCPKHVWP,./train/HCPKHVWP.ogg,0.0,1.0
DUECKXOX,./train/DUECKXOX.ogg,0.0,1.0
HCTUWXCH,./train/HCTUWXCH.ogg,1.0,0.0
VKSQHCNH,./train/VKSQHCNH.ogg,1.0,0.0
HGQFLOZB,./train/HGQFLOZB.ogg,0.0,1.0
NFVEBYEU,./train/NFVEBYEU.ogg,1.0,0.0
QLGCIDMT,./train/QLGCIDMT.ogg,1.0,0.0
SSYFZKLB,./train/SSYFZKLB.ogg,0.0,1.0
QBWVVWOM,./train/QBWVVWOM.ogg,1.0,0.0
JCVVQXCT,./train/JCVVQXCT.ogg,0.0,1.0
BPHKCCQZ,./train/BPHKCCQZ.ogg,0.0,1.0
YMVHRXGT,./train/YMVHRXGT.ogg,0.0,1.0
ZGCIJXVZ,./train/ZGCIJXVZ.ogg,0.0,1.0
AAEYTHSY,./train/AAEYTHSY.ogg,0.0,1.0
JKVBGLRT,./train/JKVBGLRT.ogg,0.0,1.0
BTLUNBTC,./train/BTLUNBTC.ogg,0.0,1.0
VWFAQUQQ,./train/VWFAQUQQ.ogg,1.0,0.0
ZAHDWZLH,./train/ZAHDWZLH.ogg,1.0,0.0
KHRCFCZK,./train/KHRCFCZK.ogg,0.0,1.0
OGPAMUOL,./train/OGPAMUOL.ogg,1.0,0.0
QZXFEWGJ,./train/QZXFEWGJ.ogg,1.0,0.0
ECIIVCYP,./train/ECIIVCYP.ogg,0.0,1.0
KSXXZDUT,./train/KSXXZDUT.ogg,0.0,1.0
NNQYFZDI,./train/NNQYFZDI.ogg,0.0,1.0
IIULFQUJ,./train/IIULFQUJ.ogg,1.0,0.0
LZNYDNAO,./train/LZNYDNAO.ogg,0.0,1.0
XBJQBFFL,./train/XBJQBFFL.ogg,0.0,1.0
SOBGYGHW,./train/SOBGYGHW.ogg,1.0,0.0
UTLTVCUS,./train/UTLTVCUS.ogg,1.0,0.0
QCNJFGEK,./train/QCNJFGEK.ogg,0.0,1.0
IZJVFWIW,./train/IZJVFWIW.ogg,1.0,0.0
IBGDONWK,./train/IBGDONWK.ogg,0.0,1.0
YZPQCDWE,./train/YZPQCDWE.ogg,0.0,1.0
XUOIJPMZ,./train/XUOIJPMZ.ogg,1.0,0.0
UFOFJAKR,./train/UFOFJAKR.ogg,1.0,0.0
VBHMYHTN,./train/VBHMYHTN.ogg,1.0,0.0
CHSMOOLL,./train/CHSMOOLL.ogg,0.0,1.0
SOZXZHSV,./train/SOZXZHSV.ogg,0.0,1.0
TCMEQSGN,./train/TCMEQSGN.ogg,1.0,0.0
HZQOZPUI,./train/HZQOZPUI.ogg,1.0,0.0
RKHWSOTN,./train/RKHWSOTN.ogg,0.0,1.0
XFUEDQCZ,./train/XFUEDQCZ.ogg,1.0,0.0
QDXUHICO,./train/QDXUHICO.ogg,0.0,1.0
JBNXVLLN,./train/JBNXVLLN.ogg,0.0,1.0
BTYJQOPQ,./train/BTYJQOPQ.ogg,0.0,1.0
DHKXQEVR,./train/DHKXQEVR.ogg,0.0,1.0
WREHEQSI,./train/WREHEQSI.ogg,0.0,1.0
BGRHKKCP,./train/BGRHKKCP.ogg,1.0,0.0
TGRTAVBP,./train/TGRTAVBP.ogg,1.0,0.0
FERCVCYM,./train/FERCVCYM.ogg,1.0,0.0
YOGRFMOL,./train/YOGRFMOL.ogg,0.0,1.0
MTRBCEGM,./train/MTRBCEGM.ogg,1.0,0.0
PROSWZMZ,./train/PROSWZMZ.ogg,0.0,1.0
NWCZELPI,./train/NWCZELPI.ogg,0.0,1.0
IEVGHNHO,./train/IEVGHNHO.ogg,0.0,1.0
CSYJNSBE,./train/CSYJNSBE.ogg,0.0,1.0
ZOLCQYYC,./train/ZOLCQYYC.ogg,1.0,0.0
ABGTOQQP,./train/ABGTOQQP.ogg,1.0,0.0
IYDEIEIG,./train/IYDEIEIG.ogg,0.0,1.0
NGUDCJOV,./train/NGUDCJOV.ogg,0.0,1.0
MVKOPJWK,./train/MVKOPJWK.ogg,0.0,1.0
ADHFTIVB,./train/ADHFTIVB.ogg,1.0,0.0
ULDXEVGA,./train/ULDXEVGA.ogg,0.0,1.0
RYXINVBP,./train/RYXINVBP.ogg,0.0,1.0
LJXBEPWV,./train/LJXBEPWV.ogg,1.0,0.0
YAWKIWKO,./train/YAWKIWKO.ogg,1.0,0.0
ZYLMXKXV,./train/ZYLMXKXV.ogg,0.0,1.0
RTJVXGJH,./train/RTJVXGJH.ogg,0.0,1.0
IHWOUGWY,./train/IHWOUGWY.ogg,0.0,1.0
HPSKTGPS,./train/HPSKTGPS.ogg,1.0,0.0
ZFHNWXTL,./train/ZFHNWXTL.ogg,1.0,0.0
AIFAIMIL,./train/AIFAIMIL.ogg,1.0,0.0
HSPFHRXY,./train/HSPFHRXY.ogg,1.0,0.0
NANBSTRQ,./train/NANBSTRQ.ogg,1.0,0.0
YVJMBJYW,./train/YVJMBJYW.ogg,0.0,1.0
UBWIMAGN,./train/UBWIMAGN.ogg,1.0,0.0
EJUYPLEA,./train/EJUYPLEA.ogg,1.0,0.0
OFSFHIOJ,./train/OFSFHIOJ.ogg,0.0,1.0
SOCYPLHM,./train/SOCYPLHM.ogg,1.0,0.0
RNMBPBJE,./train/RNMBPBJE.ogg,0.0,1.0
VTHEWGMD,./train/VTHEWGMD.ogg,0.0,1.0
ABMTFRFR,./train/ABMTFRFR.ogg,1.0,0.0
KWMIVSNU,./train/KWMIVSNU.ogg,0.0,1.0
PWHLKUIH,./train/PWHLKUIH.ogg,1.0,0.0
YUXHLRHT,./train/YUXHLRHT.ogg,1.0,0.0
GCNHPNHT,./train/GCNHPNHT.ogg,1.0,0.0
AUOZXTGB,./train/AUOZXTGB.ogg,0.0,1.0
TXTEAULX,./train/TXTEAULX.ogg,1.0,0.0
ZTMVPGKC,./train/ZTMVPGKC.ogg,0.0,1.0
TOXGCUTW,./train/TOXGCUTW.ogg,0.0,1.0
AAYKMDBZ,./train/AAYKMDBZ.ogg,0.0,1.0
CNBXCESH,./train/CNBXCESH.ogg,1.0,0.0
RTTYSIEI,./train/RTTYSIEI.ogg,0.0,1.0
WQKWPVCU,./train/WQKWPVCU.ogg,0.0,1.0
TJITCSKI,./train/TJITCSKI.ogg,0.0,1.0
YFHVZRZT,./train/YFHVZRZT.ogg,1.0,0.0
EAMUDKIZ,./train/EAMUDKIZ.ogg,0.0,1.0
SSSTEKYW,./train/SSSTEKYW.ogg,0.0,1.0
AWXVUOAJ,./train/AWXVUOAJ.ogg,0.0,1.0
HAUHXRDI,./train/HAUHXRDI.ogg,1.0,0.0
ERSXFUUD,./train/ERSXFUUD.ogg,1.0,0.0
EMHGYGAL,./train/EMHGYGAL.ogg,1.0,0.0
CXEJRNVH,./train/CXEJRNVH.ogg,1.0,0.0
IXFGPBBU,./train/IXFGPBBU.ogg,0.0,1.0
JSHBWMCF,./train/JSHBWMCF.ogg,1.0,0.0
VIQKKNHS,./train/VIQKKNHS.ogg,1.0,0.0
QHMMDVCG,./train/QHMMDVCG.ogg,0.0,1.0
AYKKTEHT,./train/AYKKTEHT.ogg,0.0,1.0
GDGHOHJP,./train/GDGHOHJP.ogg,1.0,0.0
TYIDTSVX,./train/TYIDTSVX.ogg,1.0,0.0
GFVJQWKE,./train/GFVJQWKE.ogg,0.0,1.0
ELBQJIYO,./train/ELBQJIYO.ogg,0.0,1.0
WDRYEUPK,./train/WDRYEUPK.ogg,0.0,1.0
ACAXJQVH,./train/ACAXJQVH.ogg,0.0,1.0
UNSVOPPO,./train/UNSVOPPO.ogg,1.0,0.0
FHLPIBFM,./train/FHLPIBFM.ogg,1.0,0.0
BDYGAJOZ,./train/BDYGAJOZ.ogg,1.0,0.0
YTSYZOHP,./train/YTSYZOHP.ogg,1.0,0.0
BVLLFBEI,./train/BVLLFBEI.ogg,1.0,0.0
LCWRWWVJ,./train/LCWRWWVJ.ogg,1.0,0.0
VLLKAZND,./train/VLLKAZND.ogg,1.0,0.0
RSAGCZOL,./train/RSAGCZOL.ogg,0.0,1.0
ECZHZTNT,./train/ECZHZTNT.ogg,1.0,0.0
PYDNSQJT,./train/PYDNSQJT.ogg,1.0,0.0
JHSYWNKB,./train/JHSYWNKB.ogg,0.0,1.0
SKPQJOSI,./train/SKPQJOSI.ogg,0.0,1.0
QYRLBWEL,./train/QYRLBWEL.ogg,1.0,0.0
RAIWHBQR,./train/RAIWHBQR.ogg,1.0,0.0
ELZBANWJ,./train/ELZBANWJ.ogg,0.0,1.0
AWKJSVTJ,./train/AWKJSVTJ.ogg,0.0,1.0
IMHYXBXK,./train/IMHYXBXK.ogg,1.0,0.0
NWVCUFTA,./train/NWVCUFTA.ogg,1.0,0.0
NFGLTANH,./train/NFGLTANH.ogg,1.0,0.0
RLXYGGGM,./train/RLXYGGGM.ogg,1.0,0.0
VZSDBEYU,./train/VZSDBEYU.ogg,0.0,1.0
SAOJPYPR,./train/SAOJPYPR.ogg,1.0,0.0
MQFJAWPR,./train/MQFJAWPR.ogg,0.0,1.0
BPMHFLYH,./train/BPMHFLYH.ogg,0.0,1.0
VWWTGSRJ,./train/VWWTGSRJ.ogg,1.0,0.0
OBRWOXEG,./train/OBRWOXEG.ogg,0.0,1.0
SPOLDTNF,./train/SPOLDTNF.ogg,1.0,0.0
VHMFLFGW,./train/VHMFLFGW.ogg,1.0,0.0
IXIZMHLB,./train/IXIZMHLB.ogg,0.0,1.0
JWEKDFBU,./train/JWEKDFBU.ogg,1.0,0.0
ZSSRCDFF,./train/ZSSRCDFF.ogg,1.0,0.0
IICPGKZS,./train/IICPGKZS.ogg,0.0,1.0
DEODXAWG,./train/DEODXAWG.ogg,0.0,1.0
XKOPLYPD,./train/XKOPLYPD.ogg,0.0,1.0
UBKZWSEE,./train/UBKZWSEE.ogg,0.0,1.0
ZSAZIKAP,./train/ZSAZIKAP.ogg,0.0,1.0
IHVUPTLP,./train/IHVUPTLP.ogg,1.0,0.0
MZAZQFVD,./train/MZAZQFVD.ogg,0.0,1.0
GVDTMZKP,./train/GVDTMZKP.ogg,0.0,1.0
YSWTFKYG,./train/YSWTFKYG.ogg,0.0,1.0
RWZCLSDV,./train/RWZCLSDV.ogg,0.0,1.0
BLDSOQDV,./train/BLDSOQDV.ogg,1.0,0.0
HBVAVMNM,./train/HBVAVMNM.ogg,1.0,0.0
EXJQYOMZ,./train/EXJQYOMZ.ogg,0.0,1.0
AJBYDNEE,./train/AJBYDNEE.ogg,0.0,1.0
OSSUADLC,./train/OSSUADLC.ogg,0.0,1.0
PKTXBJAJ,./train/PKTXBJAJ.ogg,1.0,0.0
JULINPLA,./train/JULINPLA.ogg,1.0,0.0
QTTGOAHU,./train/QTTGOAHU.ogg,0.0,1.0
XHRSSDKK,./train/XHRSSDKK.ogg,0.0,1.0
GBLGEJSN,./train/GBLGEJSN.ogg,1.0,0.0
YMDRFAMR,./train/YMDRFAMR.ogg,0.0,1.0
DSHWEIOX,./train/DSHWEIOX.ogg,0.0,1.0
LGUWEJPU,./train/LGUWEJPU.ogg,0.0,1.0
EORJUEVI,./train/EORJUEVI.ogg,0.0,1.0
TOOEXBNR,./train/TOOEXBNR.ogg,0.0,1.0
SBXSABLL,./train/SBXSABLL.ogg,0.0,1.0
LMOKKKCL,./train/LMOKKKCL.ogg,0.0,1.0
KJIYXZXC,./train/KJIYXZXC.ogg,0.0,1.0
BYWCSNOJ,./train/BYWCSNOJ.ogg,1.0,0.0
JEGDOQMJ,./train/JEGDOQMJ.ogg,1.0,0.0
UZTPFXMY,./train/UZTPFXMY.ogg,1.0,0.0
VCTDPPCM,./train/VCTDPPCM.ogg,0.0,1.0
GQDMSWNH,./train/GQDMSWNH.ogg,1.0,0.0
EFXDHLUI,./train/EFXDHLUI.ogg,1.0,0.0
LIBNYOWG,./train/LIBNYOWG.ogg,0.0,1.0
RBFENKCV,./train/RBFENKCV.ogg,0.0,1.0
NZUXROZC,./train/NZUXROZC.ogg,1.0,0.0
XAXPXFKC,./train/XAXPXFKC.ogg,0.0,1.0
ZZNAKRCA,./train/ZZNAKRCA.ogg,0.0,1.0
OCTTMSTU,./train/OCTTMSTU.ogg,0.0,1.0
GINDOAPC,./train/GINDOAPC.ogg,0.0,1.0
EQOXQWAB,./train/EQOXQWAB.ogg,1.0,0.0
BSZZMNVY,./train/BSZZMNVY.ogg,0.0,1.0
XUXZZQLQ,./train/XUXZZQLQ.ogg,1.0,0.0
UODEJHAP,./train/UODEJHAP.ogg,1.0,0.0
XFTYPKCJ,./train/XFTYPKCJ.ogg,1.0,0.0
XDRQWEIP,./train/XDRQWEIP.ogg,0.0,1.0
CBCHQLNQ,./train/CBCHQLNQ.ogg,0.0,1.0
KETOJYNG,./train/KETOJYNG.ogg,0.0,1.0
ZPEQMAAS,./train/ZPEQMAAS.ogg,1.0,0.0
KZQOUUFE,./train/KZQOUUFE.ogg,1.0,0.0
QGLFHUHW,./train/QGLFHUHW.ogg,0.0,1.0
SJVNEORD,./train/SJVNEORD.ogg,1.0,0.0
KILSWFIS,./train/KILSWFIS.ogg,0.0,1.0
SFEHWHEH,./train/SFEHWHEH.ogg,0.0,1.0
OOONANRO,./train/OOONANRO.ogg,1.0,0.0
UJAGNQXL,./train/UJAGNQXL.ogg,0.0,1.0
WYCBLHIA,./train/WYCBLHIA.ogg,1.0,0.0
OTKWRHMS,./train/OTKWRHMS.ogg,1.0,0.0
FWZBQYKT,./train/FWZBQYKT.ogg,0.0,1.0
UYHZZCNC,./train/UYHZZCNC.ogg,0.0,1.0
CGLDMCJN,./train/CGLDMCJN.ogg,1.0,0.0
ULCWFYUQ,./train/ULCWFYUQ.ogg,1.0,0.0
HCFXFAXO,./train/HCFXFAXO.ogg,0.0,1.0
BNSPFQJW,./train/BNSPFQJW.ogg,1.0,0.0
KVDJCOIF,./train/KVDJCOIF.ogg,0.0,1.0
XFQKMAFA,./train/XFQKMAFA.ogg,1.0,0.0
OPMXETGA,./train/OPMXETGA.ogg,0.0,1.0
LHNLWLAF,./train/LHNLWLAF.ogg,1.0,0.0
PWOSCDFL,./train/PWOSCDFL.ogg,1.0,0.0
LLVSYRSL,./train/LLVSYRSL.ogg,0.0,1.0
JHUKLSJO,./train/JHUKLSJO.ogg,1.0,0.0
MXRWSCNH,./train/MXRWSCNH.ogg,0.0,1.0
ASWFKUTI,./train/ASWFKUTI.ogg,1.0,0.0
ZOMSRMXR,./train/ZOMSRMXR.ogg,0.0,1.0
FMCDPTLE,./train/FMCDPTLE.ogg,1.0,0.0
OSBDESBN,./train/OSBDESBN.ogg,0.0,1.0
PKCNGWWD,./train/PKCNGWWD.ogg,0.0,1.0
NWBGYQNZ,./train/NWBGYQNZ.ogg,0.0,1.0
YOSBDTFU,./train/YOSBDTFU.ogg,0.0,1.0
YUERQDTP,./train/YUERQDTP.ogg,1.0,0.0
UHALJGBW,./train/UHALJGBW.ogg,1.0,0.0
XWUDLBZL,./train/XWUDLBZL.ogg,1.0,0.0
CDQBCORM,./train/CDQBCORM.ogg,0.0,1.0
JMSAKHPZ,./train/JMSAKHPZ.ogg,1.0,0.0
AOHPGWSJ,./train/AOHPGWSJ.ogg,0.0,1.0
RVXKVQNZ,./train/RVXKVQNZ.ogg,0.0,1.0
QRRHCVGS,./train/QRRHCVGS.ogg,0.0,1.0
ANCOEBXF,./train/ANCOEBXF.ogg,0.0,1.0
FLQCREIJ,./train/FLQCREIJ.ogg,0.0,1.0
YYPCCANY,./train/YYPCCANY.ogg,1.0,0.0
GHPKPWBA,./train/GHPKPWBA.ogg,0.0,1.0
YYFCUTHM,./train/YYFCUTHM.ogg,0.0,1.0
NPSNNXLY,./train/NPSNNXLY.ogg,0.0,1.0
LEEQEIAG,./train/LEEQEIAG.ogg,0.0,1.0
KNZRQSQQ,./train/KNZRQSQQ.ogg,1.0,0.0
LTNGOIDI,./train/LTNGOIDI.ogg,1.0,0.0
RFEPODYF,./train/RFEPODYF.ogg,0.0,1.0
VVKTSABQ,./train/VVKTSABQ.ogg,1.0,0.0
WOJLUKTG,./train/WOJLUKTG.ogg,1.0,0.0
NMSZVAOM,./train/NMSZVAOM.ogg,1.0,0.0
COKUHCHU,./train/COKUHCHU.ogg,0.0,1.0
ZKMCRYZZ,./train/ZKMCRYZZ.ogg,1.0,0.0
SGWQVCEB,./train/SGWQVCEB.ogg,1.0,0.0
IULHFQOC,./train/IULHFQOC.ogg,1.0,0.0
TLUNNCFB,./train/TLUNNCFB.ogg,0.0,1.0
ZCBMGRNQ,./train/ZCBMGRNQ.ogg,1.0,0.0
VVNUHOEV,./train/VVNUHOEV.ogg,1.0,0.0
STIKIONY,./train/STIKIONY.ogg,1.0,0.0
ICUBMMLE,./train/ICUBMMLE.ogg,0.0,1.0
RPJJTJGG,./train/RPJJTJGG.ogg,0.0,1.0
UNAPHVDW,./train/UNAPHVDW.ogg,0.0,1.0
KOYLHUTX,./train/KOYLHUTX.ogg,0.0,1.0
FFMFPETA,./train/FFMFPETA.ogg,0.0,1.0
VKBVQVFO,./train/VKBVQVFO.ogg,0.0,1.0
KMNWTQNC,./train/KMNWTQNC.ogg,0.0,1.0
SSQEWFTW,./train/SSQEWFTW.ogg,0.0,1.0
CIGSDUGO,./train/CIGSDUGO.ogg,1.0,0.0
XYOZIARL,./train/XYOZIARL.ogg,1.0,0.0
DXLKGFZR,./train/DXLKGFZR.ogg,1.0,0.0
WPQVMULX,./train/WPQVMULX.ogg,0.0,1.0
INVDHQMK,./train/INVDHQMK.ogg,0.0,1.0
WUTPPOZL,./train/WUTPPOZL.ogg,1.0,0.0
NYILIQEF,./train/NYILIQEF.ogg,0.0,1.0
RNGHSFPM,./train/RNGHSFPM.ogg,0.0,1.0
VPOGJHGW,./train/VPOGJHGW.ogg,0.0,1.0
JOVUKBGD,./train/JOVUKBGD.ogg,1.0,0.0
OPLNAXAV,./train/OPLNAXAV.ogg,0.0,1.0
BXRVDECU,./train/BXRVDECU.ogg,1.0,0.0
ISGIOKLH,./train/ISGIOKLH.ogg,0.0,1.0
FTLQOUYV,./train/FTLQOUYV.ogg,0.0,1.0
ZERYQVCT,./train/ZERYQVCT.ogg,0.0,1.0
SVRLMCEN,./train/SVRLMCEN.ogg,0.0,1.0
LQBOEUII,./train/LQBOEUII.ogg,1.0,0.0
APZTDTDU,./train/APZTDTDU.ogg,1.0,0.0
DZZARITD,./train/DZZARITD.ogg,1.0,0.0
SVZKEXWO,./train/SVZKEXWO.ogg,1.0,0.0
AETIFRQU,./train/AETIFRQU.ogg,1.0,0.0
FWBJRHDH,./train/FWBJRHDH.ogg,0.0,1.0
ZOTFJUAL,./train/ZOTFJUAL.ogg,1.0,0.0
BEBAAECE,./train/BEBAAECE.ogg,1.0,0.0
TZBFTKIK,./train/TZBFTKIK.ogg,0.0,1.0
RSWVREAO,./train/RSWVREAO.ogg,1.0,0.0
EWVGCBKF,./train/EWVGCBKF.ogg,1.0,0.0
TFSBYWQL,./train/TFSBYWQL.ogg,0.0,1.0
SNULTSUW,./train/SNULTSUW.ogg,1.0,0.0
DZZJWPIH,./train/DZZJWPIH.ogg,0.0,1.0
YLJYXHCG,./train/YLJYXHCG.ogg,1.0,0.0
RIDYXRXX,./train/RIDYXRXX.ogg,1.0,0.0
PRYEABFJ,./train/PRYEABFJ.ogg,0.0,1.0
LUKLCASA,./train/LUKLCASA.ogg,0.0,1.0
OGPFQKHT,./train/OGPFQKHT.ogg,1.0,0.0
HWTWESFH,./train/HWTWESFH.ogg,1.0,0.0
QRAQNNDB,./train/QRAQNNDB.ogg,0.0,1.0
CZNQMTPF,./train/CZNQMTPF.ogg,0.0,1.0
MBGEKBOQ,./train/MBGEKBOQ.ogg,1.0,0.0
HUTYTGPQ,./train/HUTYTGPQ.ogg,1.0,0.0
CPWICNQL,./train/CPWICNQL.ogg,1.0,0.0
